Green Book,2018-11-16,23000000,"Viggo Mortensen, Tony Lip, Mahershala Ali, Dr. Don Shirley, Linda Cardellini, Dolores, Sebastian Maniscalco, Johnny Venere, Dimiter D. Marinov, Oleg, Mike Hatton, George, P.J. Byrne, Record Exec, Joe Cortese, Gio Loscudo, Maggie Nixon, Copa Coat Check Girl","Drama, Comedy",8.242
Tangled,2010-11-24,260000000,"Mandy Moore, Rapunzel (voice), Zachary Levi, Flynn Rider (voice), Donna Murphy, Mother Gothel (voice), Ron Perlman, Stabbington Brother (voice), M.C. Gainey, Captain of the Guard (voice), Jeffrey Tambor, Big Nose Thug (voice), Brad Garrett, Hook Hand Thug (voice), Paul F. Tompkins, Short Thug (voice), Richard Kiel, Vlad (voice)","Animation, Family",7.599
Cast Away,2000-12-22,90000000,"Tom Hanks, Chuck Noland, Helen Hunt, Kelly Frears, Chris Noth, Jerry Lovett, Paul Sanchez, Ramon, Lari White, Bettina Peterson, Leonid Citer, Fyodor, David Allen Brooks, Dick Peterson, Semion Sudarikov, Nicolai, Peter Von Berg, Yuri","Adventure, Drama",7.662
Despicable Me 2,2013-06-26,76000000,"Steve Carell, Gru (voice), Kristen Wiig, Lucy (voice), Benjamin Bratt, Eduardo 'El Macho' Pérez (voice), Miranda Cosgrove, Margo (voice), Russell Brand, Dr. Nefario (voice), Ken Jeong, Floyd Eagle-san (voice), Steve Coogan, Silas Ramsbottom (voice), Elsie Fisher, Agnes (voice), Dana Gaier, Edith (voice)","Animation, Comedy, Family",6.916
Kung Fu Panda,2008-06-04,130000000,"Jack Black, Po (voice), Dustin Hoffman, Shifu (voice), Angelina Jolie, Master Tigress (voice), Jackie Chan, Master Monkey (voice), Lucy Liu, Master Viper (voice), Seth Rogen, Mantis (voice), David Cross, Crane (voice), Ian McShane, Tai Lung (voice), Randall Duk Kim, Oogway (voice)","Action, Adventure, Animation, Family, Comedy",7.24
Transformers,2007-06-27,150000000,"Shia LaBeouf, Sam Witwicky, Megan Fox, Mikaela Banes, Josh Duhamel, Captain Lennox, Tyrese Gibson, USAF Tech Sergeant Epps, Rachael Taylor, Maggie Madsen, Anthony Anderson, Glen Whitman, Jon Voight, Defense Secretary John Keller, John Turturro, Agent Simmons, Michael O'Neill, Tom Banacheck","Adventure, Science Fiction, Action",6.8
E.T. the Extra-Terrestrial,1982-06-11,10500000,"Henry Thomas, Elliott, Drew Barrymore, Gertie, Robert MacNaughton, Michael, Peter Coyote, Keys, Dee Wallace, Mary, Erika Eleniak, Pretty Girl, K.C. Martel, Greg, C. Thomas Howell, Tyler, Sean Frye, Steve","Science Fiction, Adventure, Family, Fantasy",7.512
Taken,2008-02-18,25000000,"Liam Neeson, Bryan Mills, Maggie Grace, Kim Mills, Leland Orser, Sam Gilroy, Famke Janssen, Lenore St John, Jon Gries, Mark Casey, David Warshofsky, Bernie Harris, Holly Valance, Sheerah, Katie Cassidy, Amanda, Xander Berkeley, Stuart  St John","Action, Thriller",7.387
Jurassic World: Fallen Kingdom,2018-06-22,170000000,"Chris Pratt, Owen Grady, Bryce Dallas Howard, Claire Dearing, Rafe Spall, Eli Mills, Toby Jones, Mr. Eversoll, Ted Levine, Ken Wheatley, BD Wong, Dr. Henry Wu, Jeff Goldblum, Dr. Ian Malcolm, Justice Smith, Franklin Webb, Daniella Pineda, Zia Rodriguez","Action, Adventure, Science Fiction, Thriller",6.548
The Big Lebowski,1998-03-06,15000000,"Jeff Bridges, Jeffrey 'The Dude' Lebowski, John Goodman, Walter Sobchak, Steve Buscemi, Theodore Donald 'Donny' Kerabatsos, Julianne Moore, Maude Lebowski, David Huddleston, Jeffrey 'The Big' Lebowski, Philip Seymour Hoffman, Brandt, John Turturro, Jesus Quintana, Sam Elliott, The Stranger, Peter Stormare, Nihilist #1, Uli Kunkel / ""Karl Hungus""","Comedy, Crime",7.842
Dawn of the Planet of the Apes,2014-06-26,170000000,"Andy Serkis, Caesar, Jason Clarke, Malcolm, Gary Oldman, Dreyfus, Keri Russell, Ellie, Toby Kebbell, Koba, Kodi Smit-McPhee, Alexander, Kirk Acevedo, Carver, Nick Thurston, Blue Eyes, Terry Notary, Rocket","Science Fiction, Action, Drama, Thriller",7.306
Dead Poets Society,1989-06-02,16400000,"Robin Williams, John Keating, Ethan Hawke, Todd Anderson, Robert Sean Leonard, Neil Perry, Gale Hansen, Charlie Dalton, Josh Charles, Knox Overstreet, Dylan Kussman, Richard Cameron, Allelon Ruggiero, Steven Meeks, James Waterston, Gerard Pitts, Norman Lloyd, Mr. Nolan",Drama,8.312
Your Name.,2016-08-26,0,"Ryunosuke Kamiki, Taki Tachibana (voice), Mone Kamishiraishi, Mitsuha Miyamizu (voice), Ryo Narita, Katsuhiko Teshigawara (voice), Aoi Yuki, Sayaka Natori (voice), Nobunaga Shimazaki, Tsukasa Fujii (voice), Kaito Ishikawa, Shinta Takagi (voice), Kanon Tani, Yotsuha Miyamizu (voice), Masaki Terasoma, Toshiki Miyamizu (voice), Sayaka Ohara, Futaha Miyamizu (voice)","Romance, Animation, Drama",8.514
Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,200000000,"Eddie Redmayne, Newt Scamander, Katherine Waterston, Porpentina 'Tina' Goldstein, Dan Fogler, Jacob Kowalski, Alison Sudol, Queenie Goldstein, Johnny Depp, Gellert Grindelwald, Jude Law, Albus Dumbledore, Ezra Miller, Credence Barebone, Zoë Kravitz, Leta Lestrange, Callum Turner, Theseus Scamander","Fantasy, Adventure, Family",6.876
Die Hard,1988-07-15,28000000,"Bruce Willis, John McClane, Alan Rickman, Hans Gruber, Alexander Godunov, Karl, Bonnie Bedelia, Holly Gennaro McClane, Reginald VelJohnson, Al Powell, Paul Gleason, Dwayne Robinson, De'voreaux White, Argyle, William Atherton, Richard Thornburg, Hart Bochner, Harry Ellis","Action, Thriller",7.775
Now You See Me 2,2016-06-02,90000000,"Jesse Eisenberg, J. Daniel Atlas, Mark Ruffalo, Dylan Rhodes, Woody Harrelson, Merritt McKinney / Chase McKinney, Morgan Freeman, Thaddeus Bradley, Dave Franco, Jack Wilder, Daniel Radcliffe, Walter Mabry, Lizzy Caplan, Lula, Michael Caine, Arthur Tressler, Jay Chou, Li","Crime, Thriller, Action, Mystery",6.83
Home Alone,1990-11-16,18000000,,,7.412
The Matrix Reloaded,2003-05-15,150000000,"Keanu Reeves, Thomas A. Anderson / Neo, Laurence Fishburne, Morpheus, Carrie-Anne Moss, Trinity, Hugo Weaving, Agent Smith, Jada Pinkett Smith, Niobe, Gloria Foster, Oracle, Harold Perrineau, Link, Monica Bellucci, Persephone, Harry Lennix, Commander Lock","Adventure, Action, Thriller, Science Fiction",7.039
Madagascar,2005-05-25,75000000,"Ben Stiller, Alex (voice), Chris Rock, Marty (voice), David Schwimmer, Melman (voice), Jada Pinkett Smith, Gloria (voice), Sacha Baron Cohen, Julien (voice), Cedric the Entertainer, Maurice (voice), Andy Richter, Mort (voice), Tom McGrath, Skipper / Fossa / Panicky Man on Subway (voice), Christopher Knights, Private (voice)","Family, Animation, Adventure, Comedy",6.892
The Theory of Everything,2014-11-26,15000000,"Eddie Redmayne, Stephen Hawking, Felicity Jones, Jane Hawking, Charlie Cox, Jonathan Hellyer Jones, Emily Watson, Beryl Wilde, Simon McBurney, Frank Hawking, David Thewlis, Dennis Sciama, Maxine Peake, Elaine Mason, Harry Lloyd, Brian, Tom Prior, Robert Hawking (Age 17)","Drama, Romance",7.86
Nightcrawler,2014-10-23,8500000,"Jake Gyllenhaal, Louis Bloom, Rene Russo, Nina Romina, Riz Ahmed, Rick, Bill Paxton, Joe Loder, Kevin Rahm, Frank Kruse, Michael Hyatt, Detective Frontieri, Price Carson, Detective Lieberman, Kent Shocknek, Kent Shocknek, Sharon Tay, Sharon Tay","Crime, Drama, Thriller",7.703
Fast & Furious 6,2013-05-21,160000000,,,6.817
Oblivion,2013-04-10,120000000,"Tom Cruise, Jack, Morgan Freeman, Beech, Olga Kurylenko, Julia, Andrea Riseborough, Victoria, Nikolaj Coster-Waldau, Sykes, Melissa Leo, Sally, Zoë Bell, Kara, Abigail Lowe, Julia's Child, Isabelle Lowe, Julia's Child","Action, Science Fiction, Adventure, Mystery",6.618
Bruce Almighty,2003-05-23,80000000,"Jim Carrey, Bruce Nolan, Morgan Freeman, God, Jennifer Aniston, Grace Connelly, Philip Baker Hall, Jack Baylor, Catherine Bell, Susan Ortega, Lisa Ann Walter, Debbie, Steve Carell, Evan Baxter, Nora Dunn, Ally Loman, Eddie Jemison, Bobby","Fantasy, Comedy",6.706
Gran Torino,2008-12-12,33000000,"Clint Eastwood, Walt Kowalski, Christopher Carley, Father Janovich, Bee Vang, Tao Vang Lor, Ahney Her, Sue Lor, Brian Haley, Mitch Kowalski, Geraldine Hughes, Karen Kowalski, Dreama Walker, Ashley Kowalski, Brian Howe, Steve Kowalski, John Carroll Lynch, Barber Martin",Drama,7.994
Furious 7,2015-04-01,190000000,"Vin Diesel, Dominic Toretto, Paul Walker, Brian O'Conner, Dwayne Johnson, Luke Hobbs, Jason Statham, Deckard Shaw, Michelle Rodriguez, Leticia 'Letty' Ortiz, Tyrese Gibson, Roman Pearce, Ludacris, Tej Parker, Jordana Brewster, Mia Toretto, Djimon Hounsou, Jakande","Action, Thriller, Crime",7.238
Minions,2015-06-17,74000000,"Sandra Bullock, Scarlet Overkill (voice), Jon Hamm, Herb Overkill (voice), Michael Keaton, Walter Nelson (voice), Allison Janney, Madge Nelson (voice), Steve Coogan, Professor Flux / Tower Guard (voice), Jennifer Saunders, Reine Elizabeth II (voice), Geoffrey Rush, Narrator (voice), Steve Carell, Gru (voice), Pierre Coffin, Stuart / Kevin / Bob (voice)","Family, Animation, Adventure, Comedy",6.395
Casino Royale,2006-11-14,150000000,"Daniel Craig, James Bond, Eva Green, Vesper Lynd, Mads Mikkelsen, Le Chiffre, Judi Dench, M, Jeffrey Wright, Felix Leiter, Giancarlo Giannini, René Mathis, Caterina Murino, Solange Dimitrios, Simon Abkarian, Alex Dimitrios, Isaach De Bankolé, Steven Obanno","Adventure, Action, Thriller",7.543
The Fifth Element,1997-05-02,90000000,"Bruce Willis, Korben Dallas, Milla Jovovich, Leeloo, Gary Oldman, Jean-Baptiste Emmanuel Zorg, Ian Holm, Father Vito Cornelius, Chris Tucker, Ruby Rhod, Luke Perry, Billy, Brion James, General Munro, Tom 'Tiny' Lister Jr., President Lindberg, Lee Evans, Fog","Adventure, Fantasy, Action, Thriller, Science Fiction",7.53
Slumdog Millionaire,2008-11-12,15000000,"Dev Patel, Older Jamal, Saurabh Shukla, Sergeant Srinivas, Anil Kapoor, Prem, Raj Zutshi, Director, Jeneva Talwar, Vision Mixer, Freida Pinto, Older Latika, Irrfan Khan, Police Inspector, Azharuddin Mohammed Ismail, Youngest Salim, Ayush Mahesh Khedekar, Youngest Jamal","Drama, Romance",7.734
Monsters University,2013-06-19,200000000,"Billy Crystal, Mike Wazowski (voice), John Goodman, James 'Sulley' Sullivan (voice), Steve Buscemi, Randall Boggs (voice), Helen Mirren, Dean Hardscrabble (voice), Peter Sohn, Scott 'Squishy' Squibbles (voice), Joel Murray, Don Carlton (voice), Sean Hayes, Terri Perry (voice), Dave Foley, Terry Perry (voice), Charlie Day, Art (voice)","Animation, Family",7.0
Limitless,2011-03-08,27000000,"Bradley Cooper, Eddie Morra, Robert De Niro, Carl Van Loon, Abbie Cornish, Lindy, Andrew Howard, Gennady, Anna Friel, Melissa, Johnny Whitworth, Vernon, Tomas Arana, Man in Tan Coat, Robert John Burke, Pierce, Darren Goldstein, Kevin Doyle","Thriller, Mystery, Science Fiction",7.186
Spectre,2015-10-26,245000000,"Daniel Craig, James Bond, Christoph Waltz, Franz Oberhauser / Ernst Stavro Blofeld, Léa Seydoux, Dr. Madeleine Swann, Ralph Fiennes, M, Naomie Harris, Eve Moneypenny, Ben Whishaw, Q, Monica Bellucci, Lucia Sciarra, Dave Bautista, Mr. Hinx, Andrew Scott, Max Denbigh / C","Action, Adventure, Thriller",6.533
The Perks of Being a Wallflower,2012-09-20,13000000,"Logan Lerman, Charlie, Emma Watson, Sam, Ezra Miller, Patrick, Mae Whitman, Mary Elizabeth, Kate Walsh, Mother, Dylan McDermott, Father, Melanie Lynskey, Aunt Helen, Nina Dobrev, Candace, Johnny Simmons, Brad",Drama,7.8
Pan's Labyrinth,2006-10-10,19000000,"Ivana Baquero, Ofelia, Maribel Verdú, Mercedes, Sergi López, Capitán Vidal, Doug Jones, Fauno / Pale Man, Ariadna Gil, Carmen, Álex Angulo, Dr. Ferreiro, Roger Casamajor, Pedro, Manolo Solo, Garcés, César Vea, Serrano","Fantasy, Drama, War",7.757
Jumanji,1995-12-15,65000000,"Robin Williams, Alan Parrish, Kirsten Dunst, Judy Shepherd, Bradley Pierce, Peter Shepherd, Bonnie Hunt, Sarah Whittle, Jonathan Hyde, Samuel Alan Parrish / Van Pelt, Bebe Neuwirth, Nora Shepherd, David Alan Grier, Carl Bentley, Adam Hann-Byrd, Young Alan, Patricia Clarkson, Carol Anne Parrish","Adventure, Fantasy, Family",7.239
Avatar: The Way of Water,2022-12-14,460000000,"Sam Worthington, Jake Sully, Zoe Saldaña, Neytiri, Sigourney Weaver, Kiri / Dr. Grace Augustine, Stephen Lang, Colonel Miles Quaritch, Kate Winslet, Ronal, Cliff Curtis, Tonowari, Joel David Moore, Norm Spellman, CCH Pounder, Mo'at, Edie Falco, General Frances Ardmore","Science Fiction, Adventure, Action",7.654
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,180000000,"Georgie Henley, Lucy Pevensie, Skandar Keynes, Edmund Pevensie, William Moseley, Peter Pevensie, Anna Popplewell, Susan Pevensie, Tilda Swinton, White Witch, James McAvoy, Mr. Tumnus, Jim Broadbent, Professor Kirke, Kiran Shah, Ginarrbrik, James Cosmo, Father Christmas","Adventure, Family, Fantasy",7.126
American Psycho,2000-04-13,7000000,"Christian Bale, Patrick Bateman, Willem Dafoe, Detective Donald Kimball, Jared Leto, Paul Allen, Josh Lucas, Craig McDermott, Samantha Mathis, Courtney Rawlinson, Matt Ross, Luis Carruthers, Bill Sage, David Van Patten, Chloë Sevigny, Jean, Cara Seymour, Christie","Thriller, Drama, Crime",7.4
X-Men Origins: Wolverine,2009-04-28,150000000,,,6.254
The Hangover Part II,2011-05-25,80000000,"Bradley Cooper, Phil Wenneck, Ed Helms, Stu Price, Zach Galifianakis, Alan Garner, Justin Bartha, Doug Billings, Ken Jeong, Mr. Chow, Paul Giamatti, Kingsley, Mike Tyson, Himself, Jeffrey Tambor, Sid Garner, Mason Lee, Teddy",Comedy,6.468
Sherlock Holmes: A Game of Shadows,2011-11-22,125000000,"Robert Downey Jr., Sherlock Holmes, Jude Law, Dr. John Watson, Noomi Rapace, Madam Simza Heron, Jared Harris, Professor James Moriarty, Rachel McAdams, Irene Adler, Eddie Marsan, Inspector Lestrade, Kelly Reilly, Mary Morstan, Stephen Fry, Mycroft Holmes, Paul Anderson, Colonel Sebastian Moran","Adventure, Action, Crime, Mystery",7.13
The Fate of the Furious,2017-04-12,250000000,"Vin Diesel, Dominic Toretto, Jason Statham, Deckard Shaw, Dwayne Johnson, Luke Hobbs, Michelle Rodriguez, Letty Ortiz, Tyrese Gibson, Roman Pearce, Ludacris, Tej Parker, Charlize Theron, Cipher, Kurt Russell, Mr. Nobody, Nathalie Emmanuel, Ramsey","Action, Crime, Thriller",6.887
John Wick: Chapter 3 - Parabellum,2019-05-15,55000000,"Keanu Reeves, John Wick, Halle Berry, Sofia, Ian McShane, Winston, Laurence Fishburne, Bowery King, Mark Dacascos, Zero, Asia Kate Dillon, Adjudicator, Lance Reddick, Charon, Anjelica Huston, Director, Tobias Segal, Earl","Action, Thriller, Crime",7.447
Kong: Skull Island,2017-03-08,185000000,"Tom Hiddleston, Captain James Conrad, Samuel L. Jackson, Lieutenant Colonel Preston Packard, John Goodman, Bill Randa, Brie Larson, Mason Weaver, Jing Tian, San Lin, Toby Kebbell, Maj. Jack Chapman / Kong Mo-Cap Services, John Ortiz, Victor Nieves, Corey Hawkins, Houston Brooks, Jason Mitchell, Glenn Mills","Action, Adventure, Fantasy",6.514
Back to the Future Part III,1990-05-25,40000000,"Michael J. Fox, Marty McFly / Seamus McFly, Christopher Lloyd, Emmett Brown, Thomas F. Wilson, Buford ""Mad Dog"" Tannen / Biff Tannen, Mary Steenburgen, Clara Clayton, Lea Thompson, Maggie McFly / Lorraine McFly, Elisabeth Shue, Jennifer Parker, Matt Clark, Bartender, Richard Dysart, Barbwire Salesman, Pat Buttram, Saloon Old Timer","Adventure, Comedy, Science Fiction",7.465
Men in Black 3,2012-05-23,225000000,"Will Smith, Agent J, Tommy Lee Jones, Agent K, Josh Brolin, Young Agent K, Jemaine Clement, Boris The Animal, Emma Thompson, Agent O, Michael Stuhlbarg, Griffin, Mike Colter, Colonel, Nicole Scherzinger, Boris's Girlfriend, Michael Chernus, Jeffrey Price","Action, Comedy, Science Fiction",6.51
Maze Runner: The Scorch Trials,2015-09-09,61000000,"Dylan O'Brien, Thomas, Ki Hong Lee, Minho, Kaya Scodelario, Teresa Agnes, Thomas Brodie-Sangster, Newt, Dexter Darden, Frypan, Alexander Flores, Winston, Jacob Lofland, Aris Jones, Rosa Salazar, Brenda, Giancarlo Esposito, Jorge","Science Fiction, Action, Thriller, Adventure",6.7
Full Metal Jacket,1987-06-26,30000000,"Matthew Modine, Pvt. Joker, Adam Baldwin, Animal Mother, Vincent D'Onofrio, Pvt. Pyle, R. Lee Ermey, Gny. Sgt. Hartman, Dorian Harewood, Eightball, Arliss Howard, Pvt. Cowboy, Kevyn Major Howard, Rafterman, Ed O'Ross, Lt. Touchdown, John Terry, Lt. Lockhart","Drama, War",8.136
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,75000000,"Margot Robbie, Harleen Quinzel / Harley Quinn, Ewan McGregor, Roman Sionis / Black Mask, Mary Elizabeth Winstead, Helena Bertinelli / Huntress, Jurnee Smollett, Dinah Lance / Black Canary, Rosie Perez, Detective Renee Montoya, Chris Messina, Victor Zsasz, Ella Jay Basco, Cassandra Cain, Ali Wong, Ellen Yee, Matthew Willig, Happy","Action, Crime",7.0
21 Jump Street,2012-03-14,42000000,"Jonah Hill, Officer Morton Schmidt / Doug McQuaid, Channing Tatum, Officer Greg Jenko / Brad McQuaid, Brie Larson, Molly Tracey, Dave Franco, Eric Molson, Rob Riggle, Mr. Walters, Ice Cube, Captain Dickson, DeRay Davis, Domingo, Ellie Kemper, Ms. Griggs, Jake Johnson, Principal Dadier","Action, Comedy, Crime",6.878
One Flew Over the Cuckoo's Nest,1975-11-19,3000000,"Jack Nicholson, Randle Patrick McMurphy, Louise Fletcher, Nurse Mildred Ratched, Danny DeVito, Martini, William Redfield, Dale Harding, Scatman Crothers, Orderly Turkle, Brad Dourif, Billy Bibbit, Christopher Lloyd, Max Taber, Will Sampson, Chief Bromden, Dean R. Brooks, Dr. John Spivey",Drama,8.42
Looper,2012-09-26,30000000,"Joseph Gordon-Levitt, Joe, Bruce Willis, Old Joe, Emily Blunt, Sara, Piper Perabo, Suzie, Noah Segan, Kid Blue, Jeff Daniels, Abe, Garret Dillahunt, Jesse, Paul Dano, Seth, Nick Gomez, Dale","Action, Thriller, Science Fiction",6.877
The Usual Suspects,1995-07-19,6000000,"Gabriel Byrne, Dean Keaton, Stephen Baldwin, Michael McManus, Kevin Spacey, Roger ‘Verbal’ Kint, Chazz Palminteri, US Customs Agent Dave Kujan, Kevin Pollak, Todd Hockney, Pete Postlethwaite, Kobayashi, Suzy Amis, Edie Finneran, Giancarlo Esposito, FBI Agent Jack Baer, Benicio del Toro, Fred Fenster","Drama, Crime, Thriller",8.195
Zodiac,2007-03-02,65000000,"Jake Gyllenhaal, Robert Graysmith, Mark Ruffalo, Dave Toschi, Robert Downey Jr., Paul Avery, Anthony Edwards, Bill Armstrong, Chloë Sevigny, Melanie, John Carroll Lynch, Arthur Leigh Allen, Brian Cox, Melvin Belli, Elias Koteas, Jack Mulanax, Dermot Mulroney, Captain Martin Lee","Crime, Drama, Mystery, Thriller",7.5
Mr. & Mrs. Smith,2005-06-07,110000000,"Brad Pitt, John Smith, Angelina Jolie, Jane Smith, Vince Vaughn, Eddie, Adam Brody, Benjamin Danz, Kerry Washington, Jasmine, Keith David, Father, Chris Weitz, Martin Coleman, Rachael Huntley, Suzy Coleman, Michelle Monaghan, Gwen","Action, Comedy, Drama, Thriller",6.677
Kingsman: The Golden Circle,2017-09-20,104000000,"Taron Egerton, Eggsy, Colin Firth, Harry Hart, Julianne Moore, Poppy, Mark Strong, Merlin, Halle Berry, Ginger, Pedro Pascal, Whiskey, Channing Tatum, Tequila, Jeff Bridges, Champ, Edward Holcroft, Charlie","Action, Adventure, Comedy",6.972
Jaws,1975-06-20,7000000,"Roy Scheider, Police Chief Martin Brody, Robert Shaw, Quint, Richard Dreyfuss, Matt Hooper, Murray Hamilton, Mayor Larry Vaughn, Lorraine Gary, Ellen Brody, Jay Mello, Sean Brody, Jeffrey Kramer, Deputy Leonard 'Lenny' Hendricks, Carl Gottlieb, Ben Meadows, Susan Backlinie, Christine 'Chrissie' Watkins","Horror, Thriller, Adventure",7.659
Night at the Museum,2006-12-20,110000000,"Ben Stiller, Larry Daley, Carla Gugino, Rebecca, Dick Van Dyke, Cecil, Mickey Rooney, Gus, Bill Cobbs, Reginald, Jake Cherry, Nick Daley, Ricky Gervais, Dr. McPhee, Robin Williams, Teddy Roosevelt, Kim Raver, Erica Daley","Action, Adventure, Comedy, Family, Fantasy",6.6
Insurgent,2015-03-18,110000000,"Shailene Woodley, Beatrice ""Tris"" Prior, Theo James, Tobias ""Four"" Eaton, Miles Teller, Peter Hayes, Kate Winslet, Jeanine Matthews, Ansel Elgort, Caleb Prior, Zoë Kravitz, Christina, Jai Courtney, Eric Coulter, Ray Stevenson, Marcus Eaton, Naomi Watts, Evelyn Johnson-Eaton","Action, Adventure, Science Fiction, Thriller",6.361
A Beautiful Mind,2001-12-11,58000000,"Russell Crowe, John Nash, Jennifer Connelly, Alicia Nash, Ed Harris, William Parcher, Paul Bettany, Charles Herman, Christopher Plummer, Dr. Rosen, Josh Lucas, Martin Hansen, Adam Goldberg, Richard Sol, Anthony Rapp, Bender, Judd Hirsch, Helinger","Drama, Romance",7.851
Soul,2020-12-25,150000000,"Jamie Foxx, Joe Gardner (voice), Tina Fey, 22 (voice), Graham Norton, Moonwind (voice), Rachel House, Terry (voice), Alice Braga, Counselor Jerry (voice), Richard Ayoade, Counselor Jerry (voice), Phylicia Rashād, Libba Gardner (voice), Donnell Rawlings, Dez (voice), Questlove, Curly (voice)","Animation, Family, Comedy, Fantasy, Drama",8.15
Aladdin,2019-05-22,183000000,"Will Smith, Genie / Mariner, Mena Massoud, Aladdin, Naomi Scott, Jasmine, Marwan Kenzari, Jafar, Navid Negahban, Sultan, Nasim Pedrad, Dalia, Billy Magnussen, Prince Anders, Numan Acar, Hakim, Jordan A. Nash, Omar","Adventure, Fantasy, Romance, Family",7.114
Dune,2021-09-15,165000000,"Timothée Chalamet, Paul Atreides, Rebecca Ferguson, Lady Jessica Atreides, Oscar Isaac, Duke Leto Atreides, Josh Brolin, Gurney Halleck, Stellan Skarsgård, Baron Vladimir Harkonnen, Dave Bautista, Beast Rabban Harkonnen, Sharon Duncan-Brewster, Dr. Liet Kynes, Stephen McKinley Henderson, Thufir Hawat, Zendaya, Chani","Science Fiction, Adventure",7.789
"Three Billboards Outside Ebbing, Missouri",2017-12-01,15000000,"Frances McDormand, Mildred Hayes, Woody Harrelson, Bill Willoughby, Sam Rockwell, Jason Dixon, Lucas Hedges, Robbie Hayes, Abbie Cornish, Anne Willoughby, Caleb Landry Jones, Red Welby, Peter Dinklage, James, John Hawkes, Charlie Hayes, Samara Weaving, Penelope","Crime, Drama",8.081
X2,2003-04-27,110000000,,,7.029
The Mask,1994-07-29,23000000,"Jim Carrey, Stanley Ipkiss / The Mask, Cameron Diaz, Tina Carlyle, Peter Riegert, Lieutenant Mitch Kellaway, Peter Greene, Dorian Tyrrell, Amy Yasbeck, Peggy Brandt, Richard Jeni, Charlie Schumaker, Orestes Matacena, Niko, Tim Bagley, Irv, Nancy Fish, Mrs. Peenman","Romance, Comedy, Crime, Fantasy",6.937
Miss Peregrine's Home for Peculiar Children,2016-09-27,110000000,"Eva Green, Miss Peregrine, Asa Butterfield, Jacob Portman, Samuel L. Jackson, Barron, Judi Dench, Miss Avocet, Rupert Everett, Ornithologist, Chris O'Dowd, Franklin Portman, Allison Janney, Dr. Golan, Ella Purnell, Emma Bloom, Terence Stamp, Abraham Portman","Fantasy, Adventure, Family, Drama",6.822
Troy,2004-05-13,175000000,"Brad Pitt, Achilles, Orlando Bloom, Paris, Eric Bana, Hector, Brian Cox, King Agamemnon, Sean Bean, Odysseus, Brendan Gleeson, Menelaos, Diane Kruger, Helen, Peter O'Toole, Priam, Rose Byrne, Briseis","Adventure, History, War, Action",7.146
(500) Days of Summer,2009-07-17,7500000,"Joseph Gordon-Levitt, Tom Hansen, Zooey Deschanel, Summer Finn, Chloë Grace Moretz, Rachel Hansen, Geoffrey Arend, McKenzie, Matthew Gray Gubler, Paul, Clark Gregg, Vance, Patricia Belcher, Millie, Rachel Boston, Alison, Minka Kelly, Autumn - Girl at interview","Comedy, Drama, Romance",7.272
Braveheart,1995-05-24,72000000,"Mel Gibson, William Wallace, Catherine McCormack, Murron MacClannough, Sophie Marceau, Princess Isabelle, Patrick McGoohan, King Edward, Angus Macfadyen, Robert the Bruce, Brendan Gleeson, Hamish Campbell, James Robinson, Young William Wallace, James Cosmo, Campbell, Sean McGinley, MacClannough","Action, Drama, History, War",7.932
The Lion King,2019-07-12,260000000,"Matthew Broderick, Simba (voice), James Earl Jones, King Mufasa (voice), Jeremy Irons, Scar (voice), Rowan Atkinson, Zazu the Hornbill (voice), Moira Kelly, Nala (voice), Whoopi Goldberg, Shenzi the Hyena (voice), Cheech Marin, Banzai the Hyena (voice), Jim Cummings, ED the Hyena (voice) / Scar (singing voice), Robert Guillaume, Rafiki (voice)","Family, Animation, Drama",7.1
Star Trek,2009-05-06,150000000,"Chris Pine, James T. Kirk, Zachary Quinto, Spock, Leonard Nimoy, Mr. Spock, Eric Bana, Nero, Bruce Greenwood, Christopher Pike, Karl Urban, Leonard 'Bones' McCoy, Zoe Saldaña, Nyota Uhura, Simon Pegg, Montgomery 'Scotty' Scott, John Cho, Hikaru Sulu","Science Fiction, Action, Adventure",7.432
Indiana Jones and the Last Crusade,1989-05-24,48000000,"Harrison Ford, Indiana Jones, Sean Connery, Henry Jones, Denholm Elliott, Marcus Brody, Alison Doody, Elsa Schneider, John Rhys-Davies, Sallah, Julian Glover, Walter Donovan, River Phoenix, Young Indy (1912), Michael Byrne, Vogel, Kevork Malikyan, Kazim","Adventure, Action",7.847
Black Widow,2021-07-07,200000000,"Scarlett Johansson, Natasha Romanoff / Black Widow, Florence Pugh, Yelena Belova, Rachel Weisz, Melina Vostokoff, David Harbour, Alexei Shostakov / Red Guardian, Ray Winstone, Dreykov, Olga Kurylenko, Antonia Dreykov, Ever Anderson, Young Natasha, Violet McGraw, Young Yelena, O.T. Fagbenle, Mason","Action, Adventure, Science Fiction",7.303
Psycho,1960-06-22,806947,"Anthony Perkins, Norman Bates, Vera Miles, Lila Crane, John Gavin, Sam Loomis, Martin Balsam, Private Det. Milton Arbogast, John McIntire, Sheriff Al Chambers, Janet Leigh, Marion Crane, Simon Oakland, Dr. Fred Richman, Frank Albertson, Tom Cassidy, Patricia Hitchcock, Caroline","Horror, Drama, Thriller",8.437
